hashtag,index,abstract,raw_labels,abstract_df_idx,emoji_s,count
周洁琼回应被起诉,3592,导语：周洁琼发文回应被Pledis起诉，她表示由于合作过程中发生很多严重的问题和对职业生涯发展的深思熟虑，已于2019年9月10日向公司提出终止艺人经纪合约，并表示是非对错不想再做争辩。,"[5, 9, 1]",2738,"(5, 9, 1, 0, 6, 22, 11, 4, 8, 2, 10, 17, 20, 18, 13, 3, 7, 15, 19, 21, 12, 16, 14)","(3111, 2150, 1170, 362, 349, 35, 19, 15, 12, 12, 9, 8, 5, 4, 4, 3, 3, 3, 3, 2, 2, 2, 2)"
土耳其总统宣布向利比亚派兵,3957,导语：“今日俄罗斯”刚刚消息称，土耳其总统埃尔多安宣布向利比亚派兵。,"[6, 8, 4]",2739,"(6, 8, 4, 23, 20, 2, 19, 16, 9, 1, 10, 17, 11, 21, 12, 13, 14, 22, 0)","(137, 16, 13, 12, 9, 7, 7, 7, 6, 5, 4, 4, 2, 2, 2, 2, 2, 1, 1)"
苹果中国官网每人限购两部iPhone,11347,导语：据苹果官网最新调整的细节显示，苹果中国官网对用户购买iPhone的数量进行了限制，即每人仅限购买两部iPhone。,"[1, 2, 9]",2740,"(1, 2, 9, 11, 10, 5, 6, 3, 19, 18, 8, 7, 20, 4, 21, 22, 0, 13, 15, 16, 14, 17, 23, 12)","(2527, 349, 165, 87, 83, 52, 47, 29, 29, 19, 16, 13, 11, 10, 10, 10, 9, 8, 7, 6, 6, 5, 3, 1)"
小男孩为拾荒者戴口罩,5148,导语：小男孩在路上遇到拾荒者，在将废弃瓶子抵给拾荒者时，发现对方未戴口罩，便拿出一个口罩给了拾荒者，并为其戴上。,"[5, 0, 4]",2741,"(5, 0, 4, 14, 20, 16, 17, 22, 11, 13, 18, 2, 23)","(3226, 467, 135, 49, 8, 6, 6, 4, 3, 2, 1, 1, 1)"
李现喊话跟拍者,7651,导语：李现出门散步被跟拍，劝阻对方无果一直被跟拍到小区门口，无奈发文喊话：尊重是相互的，请适可而止。,"[6, 5, 0]",2742,"(6, 5, 0, 11, 1, 9, 10, 4, 2, 8, 7, 20, 22, 13, 18, 15, 16, 21, 3, 19, 23, 14, 12, 17)","(12833, 394, 313, 195, 94, 63, 33, 15, 12, 11, 10, 10, 7, 7, 6, 6, 5, 4, 3, 3, 3, 3, 2, 2)"
芝士小馄饨回应婴儿趴睡后身亡,11181,导语：芝士小馄饨回应婴儿趴睡后身亡，称宝宝直接致死原因并非由于趴睡导致的窒息。,"[6, 4, 10]",2743,"(6, 4, 10, 1, 12, 11, 21, 18, 19, 9, 13, 16, 0, 3, 8, 7, 20, 5, 14, 2, 22, 15, 23, 17)","(6074, 262, 105, 104, 76, 38, 30, 20, 18, 13, 13, 13, 11, 10, 8, 7, 7, 4, 4, 3, 3, 3, 2, 2)"
黑龙江新增40例俄罗斯输入病例,13717,导语：据黑龙江卫健委通报，2020年4月8日0-24时。全省新增境外输入确诊病例40例（境外输入无症状感染者转为确诊病例9例），均为中国籍，从俄罗斯输入。,"[4, 6, 15]",2744,"(4, 6, 15, 11, 12, 5, 16, 1, 13, 10, 19, 0, 9, 3, 7, 2, 8, 17, 18, 22)","(2062, 791, 151, 94, 82, 67, 65, 61, 37, 27, 22, 21, 18, 16, 15, 15, 9, 9, 8, 6)"
90后女生立遗嘱将房产留闺蜜,397,导语：1992年出生的王俞（化名）在遗嘱写道，若自己去世后，将自己的一套房产留给自己最信任的朋友。,"[0, 4, 2]",2745,"(0, 4, 2, 5, 1, 22, 19, 9, 23, 20, 17, 18, 13, 3, 6, 14, 11, 15, 8, 21, 12, 16, 10, 7)","(93, 48, 35, 21, 19, 16, 13, 12, 12, 12, 11, 9, 9, 8, 7, 7, 5, 5, 4, 3, 3, 3, 2, 1)"
关晓彤为鹿晗庆生,2421,导语：4月20日是鹿晗的31岁生日，关晓彤卡点23点30分晒出两人合照，并配文“生日快乐啦”为其庆生。,"[0, 1, 20]",2746,"(0, 1, 20, 2, 3, 6, 7, 19, 4, 8, 9, 10, 5, 13, 11, 17, 18, 12, 22, 21, 14, 23, 15, 16)","(13807, 1043, 886, 401, 200, 146, 132, 114, 81, 68, 66, 56, 43, 37, 28, 27, 21, 20, 13, 12, 12, 10, 9, 8)"
太子爷下线,4306,导语：和蔼可亲的太子就这样下线了吗  好不舍啊啊啊！！！,"[4, 0, 8]",2747,"(4, 0, 8, 3, 18, 12, 17, 6, 13, 23, 16, 9, 21, 1, 15, 19, 5, 11, 22, 10, 14, 20, 2, 7)","(770, 35, 18, 18, 16, 16, 15, 14, 14, 14, 12, 11, 10, 10, 9, 9, 6, 5, 5, 5, 5, 4, 3, 1)"
美国酒吧开门45分钟后爆满,10844,导语：当地时间14日，美国威斯康星州最高法院于驳回了该州的“居家令”，“居家令”被推翻后，该州一家酒吧重新开门，仅45分钟后就爆满，没有一名顾客佩戴口罩。美媒称这并不是唯一一家，在另一城市西艾利斯也出现了类似情况。酒吧挤满人群的视频很快引发担忧,"[1, 5, 2]",2748,"(1, 5, 2, 10, 13, 9, 3, 6, 15, 8, 11, 17, 0, 16, 20, 7, 18, 14, 19, 21, 23)","(1540, 889, 495, 162, 156, 66, 63, 51, 39, 32, 31, 22, 20, 18, 17, 13, 8, 4, 2, 1, 1)"
北京无新增确诊新冠肺炎病例,2882,导语：2月22日0时至24时，北京市无新增新冠肺炎确诊病例。新增疑似病例35例，现有疑似病例100例。,"[5, 1, 6]",2749,"(5, 1, 6, 0, 13, 18, 10, 9, 4, 14, 15, 22, 3, 16, 20, 2, 12, 23)","(350, 69, 66, 28, 24, 16, 13, 12, 11, 11, 9, 5, 3, 3, 3, 2, 2, 1)"
禁止任何人威胁医护人员人身安全,10241,导语：基本医疗卫生与健康促进法28日经全国人大常委会表决通过，将于2020年6月1日实施。针对“医闹”事件屡禁不止，该法作出明确规定：禁止任何组织或者个人威胁、危害医疗卫生人员人身安全，侵犯医疗卫生人员人格尊严。,"[6, 12, 10]",2750,"(6, 12, 10, 11, 5, 4, 0, 14, 13, 8, 3, 16, 19, 21, 1, 18, 17, 22, 2, 15, 23, 9, 20, 7)","(10159, 859, 749, 544, 472, 462, 226, 54, 21, 17, 17, 17, 16, 15, 14, 13, 11, 9, 8, 7, 7, 6, 6, 5)"
澳大利亚海滩游客爆满,9242,导语：澳大利亚日益严峻的疫情并没有阻止游客的脚步。著名的邦迪海滩今日同样迎来大批享受阳光海滩的市民游客。,"[10, 5, 1]",2751,"(10, 5, 1, 2, 9, 3, 6, 13, 15, 18, 11, 19, 8, 23, 12, 4, 0, 17, 20, 16, 7, 21, 14, 22)","(3513, 650, 569, 107, 97, 67, 59, 49, 43, 27, 16, 15, 14, 14, 12, 9, 9, 8, 8, 7, 5, 3, 2, 1)"
疫情得到有效控制前高校不开学,10039,导语：2月24日，教育部召开党组会，会议指出，要坚持属地原则、建立跟踪台账、做好开学准备、落实错峰返校。要统筹谋划高校开学工作。原则上疫情得到有效控制前大学生不返校、高校不开学；高校开学后，要严格措施，加大校园管理力度。,"[4, 5, 3]",2752,"(4, 5, 3, 2, 16, 6, 1, 18, 14, 11, 8, 12, 20, 10, 13, 23, 9, 15, 21, 22, 0, 19, 7, 17)","(2564, 1249, 465, 237, 124, 90, 59, 58, 34, 25, 24, 19, 14, 13, 13, 12, 10, 9, 8, 8, 5, 4, 2, 1)"
广东四个区疫情风险升级,5440,导语：4月5日，广东省卫生健康委公布最新广东省新冠肺炎疫情风险等级分区分级名单。目前，全省无高风险地区，广州市越秀区、白云区，深圳市宝安区，揭阳市惠来县等四个区疫情风险等级由低风险调整至中风险，其他地区均为低风险地区。,"[4, 6, 3]",2753,"(4, 6, 3, 16, 12, 15, 11, 1, 19, 2, 5, 13, 18, 7, 23, 10, 17, 9, 21, 14, 0, 20, 8, 22)","(2824, 816, 375, 207, 102, 100, 77, 76, 33, 32, 25, 23, 20, 18, 17, 14, 14, 13, 11, 11, 10, 9, 8, 5)"
朱珠身材,7451,导语：朱珠在《叛逆者》里身穿旗袍摇曳生姿风情万种，身材太可了！,"[0, 1, 9]",2754,"(0, 1, 9, 4, 8, 19, 3, 7, 17, 14, 2, 22, 6, 5, 18, 12, 16, 10, 23, 20, 13)","(98, 57, 28, 23, 20, 18, 14, 13, 13, 12, 11, 11, 10, 10, 9, 8, 6, 5, 5, 4, 3)"
广东佛山山火,5433,导语：5日，广东佛山凌云山荫岗水库附近山体发生山火，目前山火仍在蔓延，已持续超26小时，600名森林消防员将增援。,"[10, 0, 12]",2755,"(10, 0, 12, 4, 15, 18, 16, 20, 9, 21, 5, 13, 14, 2, 22, 19, 23, 17)","(21710, 91, 77, 72, 6, 3, 3, 3, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1)"
浙江首例确诊新型肺炎患者痊愈出院,8837,导语：今天14时，浙江温州市第六人民医院，温州首例确诊新型肺炎患者杨先生痊愈出院。,"[13, 0, 5]",2756,"(13, 0, 5, 4, 14, 16, 17, 19, 23, 20, 18, 8, 1, 12)","(759, 246, 126, 125, 22, 10, 10, 9, 9, 8, 6, 1, 1, 1)"
蚊子会不会传播新冠病毒,11569,导语：上海中医药大学附属曙光医院主任医师崔松：“蚊子传播新型冠状病毒”的说法莫须有，但做好防蚊灭蚊、个人防护工作必须有。,"[3, 8, 1]",2757,"(3, 8, 1, 4, 15, 19, 16, 22, 2, 18, 21, 10, 20, 11, 6, 7, 9, 5, 23, 12, 0, 17)","(374, 216, 81, 74, 50, 41, 22, 21, 20, 19, 16, 14, 9, 8, 8, 7, 6, 6, 5, 4, 3, 1)"
医用口罩生产后要解析14天,2984,导语：到2月13日，全国口罩产能利用率已达94%，口罩等医疗物资供应正在逐渐恢复。但医用口罩加工完毕后会有化学物质残留，需要14天左右才能解析释放。这个解析消毒的时间差，或许是如今医院、市面上口罩仍然紧张的原因之一。,"[3, 4, 0]",2758,"(3, 4, 0, 11, 16, 22, 6, 9, 2, 12, 14, 1, 17, 20, 23, 19, 13, 21, 15, 5, 8, 18, 10, 7)","(531, 143, 123, 69, 48, 27, 26, 25, 25, 25, 25, 21, 20, 19, 18, 17, 17, 16, 16, 10, 8, 6, 4, 2)"
日本新冠肺炎治疗方案,7031,导语：3月2日，日本感染症学会日前公布了新型冠状病毒疾病治疗方案，其中主张，由于不满50岁的患者多数能够自愈，不一定需要用抗病毒药进行治疗，仅采取对症疗法等持续观察即可。,"[1, 2, 10]",2759,"(1, 2, 10, 15, 9, 3, 22, 14, 8, 6, 4, 5, 17, 11, 19, 0)","(680, 50, 37, 28, 18, 17, 17, 14, 11, 9, 6, 5, 5, 4, 3, 1)"
河北窟窿山水库迎来黑鹳等珍稀鸟类,8594,导语：近日，河北承德滦平县窟窿山水库迎来黑鹳、苍鹭、鸬鹚等多种候鸟。,"[7, 0, 5]",2760,"(7, 0, 5, 17, 1, 13, 20, 3, 2, 19, 10, 15, 16, 8, 23)","(764, 74, 48, 23, 15, 10, 10, 9, 9, 7, 7, 2, 2, 1, 1)"
全国人民超长假期缩影,2246,导语：这个超长假期，老师“被迫营业”当起了主播，学生难逃被直播软件支配的恐惧；2亿在家办公的白领们实现了“躺着把钱赚了”的梦想，萌娃们在家憋疯哭天喊地，但坚持就是胜利！与此同时，在大街小巷里还穿梭着一群“口罩侠”，外卖骑手、超市员工、环卫工人……他们用自己的方式守护着我们的家园。,"[3, 4, 0]",2761,"(3, 4, 0, 8, 2, 5, 18, 9, 16, 12, 13, 1, 14, 22, 6, 10, 23, 17, 20, 11, 21, 7, 15, 19)","(1779, 872, 811, 84, 78, 58, 50, 37, 36, 32, 26, 25, 15, 14, 13, 12, 12, 11, 11, 9, 9, 8, 8, 8)"
武汉封城,8127,导语：自2020年1月23日10时起，全市城市公交、地铁、轮渡、长途客运暂停运营；无特殊原因，市民不要离开武汉，机场、火车站离汉通道暂时关闭。恢复时间另行通告。,"[4, 0, 1]",2762,"(4, 0, 1, 22, 5, 10, 17, 6, 11, 3, 16, 12, 14, 15, 13, 18, 19, 2, 21, 9, 20, 23, 8, 7)","(10619, 3210, 2299, 2037, 1093, 421, 132, 108, 107, 91, 89, 84, 79, 71, 55, 45, 38, 37, 37, 36, 36, 35, 34, 34)"
最容易被亲戚误解的专业,7287,导语：离过年只剩最后5天，学生们陆续放假回家，免不了接受七大姑八大姨灵魂拷问：学什么专业啊？“学会计，数钱的吧”“物流管理，就是送快递嘛”“计算机科学，修电脑会吗”…那些最容易被亲戚误解的专业↓↓你有类似的遭遇吗？,"[3, 2, 1]",2763,"(3, 2, 1, 6, 16, 19, 8, 15, 11, 14, 0, 23, 22)","(185, 60, 34, 34, 14, 13, 9, 9, 6, 6, 3, 2, 1)"
回力童鞋样品含可致儿童性早熟成分,3844,导语：2019年12月31日，国家市场监管总局官网通报2019年童鞋等51种产品质量国家监督抽查不合格产品及企业名单。,"[6, 1, 15]",2764,"(6, 1, 15, 2, 22, 21, 4, 12, 3, 7, 23, 17, 20, 11, 0, 9, 8, 19, 5, 16)","(877, 117, 65, 37, 19, 16, 12, 10, 9, 9, 9, 8, 8, 7, 6, 4, 3, 2, 2, 2)"
福建首批医疗队重返金银潭,10266,导语：3月2日，福建首批援鄂医疗队请战重返金银潭医院。医疗队成员称，此前28天工作让大家对疫情比较了解，战斗还没有结束，休整以后有力气了，可以再上战场了。3日，该医疗队全员重返金银潭医院工作。,"[5, 0, 14]",2765,"(5, 0, 14, 7, 18, 2, 20, 23, 13)","(448, 68, 28, 10, 9, 6, 6, 4, 1)"
夏天泳装照大赛,4072,导语：集美们，带话题发原创微博，po图晒出夏日泳装，转评赞大于等于5即可入围～,"[1, 7, 6]",2766,"(1, 7, 6, 2, 0, 5, 20, 17, 16, 18, 3, 8, 23, 4, 19, 9, 22)","(296, 140, 37, 32, 17, 12, 11, 9, 8, 4, 4, 3, 3, 2, 2, 1, 1)"
武汉医院收到匿名除夕饺子,8090,导语：在武汉，医护人员们奋斗在抗疫情一线，除夕也没能休息。有人悄悄定了外卖，包子、粥、饺子，还叮嘱送餐小哥“随便给到一个护士”“粥要开盖免得积水汽”。 有医生表示，心意真的领了，但之后不鼓励大家这样做了。,"[0, 5, 4]",2767,"(0, 5, 4, 17, 3, 2, 21, 6, 15, 1, 20, 22, 10, 14, 9, 23, 13, 19, 16, 11, 8, 18, 7, 12)","(4316, 379, 174, 46, 32, 22, 22, 20, 17, 13, 13, 9, 9, 9, 8, 7, 5, 3, 3, 2, 2, 1, 1, 1)"
土方被埋儿童家属发声,3954,导语：河南省新乡市原阳县委宣传部通报，4月18日，河南省原阳县盛和府小区#小区土方发现4名儿童尸体，最大11岁，最小5岁。,"[10, 4, 1]",2768,"(10, 4, 1, 12, 6, 16, 19, 23, 20, 13, 3, 18, 22, 0, 9, 21, 11, 5)","(2098, 236, 56, 56, 29, 28, 11, 9, 9, 7, 6, 5, 5, 5, 4, 3, 1, 1)"
不敢告诉爸妈的真实价格,1086,导语：集美你买了什么东西会不敢告诉爸妈？演唱会门票？手办？lo裙？,"[3, 2, 16]",2769,"(3, 2, 16, 11, 21, 19, 0, 13, 14, 4, 1, 8, 18, 20, 7, 12, 5, 10, 9, 22, 15, 6, 17, 23)","(2323, 794, 201, 58, 32, 25, 22, 18, 17, 16, 16, 12, 11, 10, 9, 9, 8, 8, 7, 7, 7, 7, 6, 5)"
新一代载人飞船试验船4月首飞,6795,导语：今天，为载人空间站工程新研制的长征五号B遥一运载火箭安全运抵文昌航天发射场，后续将与先期运抵的空间站核心舱初样产品一同参加发射场合练。合练完成后，长征五号B遥一运载火箭将搭载新一代载人飞船试验船，于4月中下旬执行首飞任务。,"[5, 13, 0]",2770,"(5, 13, 0, 14, 17, 6, 16, 10, 20, 4, 19, 18, 8, 3, 21, 22, 2, 23, 7, 11)","(462, 66, 50, 39, 14, 11, 11, 9, 9, 8, 8, 6, 6, 6, 6, 6, 3, 3, 2, 1)"
小石榴今天出院,5149,导语：12日，“小石榴”宝宝要出院了！将最美的祝愿送给宝宝！,"[17, 0, 5]",2771,"(17, 0, 5, 7, 8, 1, 4, 10)","(354, 36, 15, 11, 8, 7, 2, 2)"
查尔斯王子核酸检测呈阳性,7890,导语：据英国天空台报道，英国王储查尔斯王子新冠肺炎核酸检测呈阳性。,"[15, 2, 3]",2772,"(15, 2, 3, 9, 4, 13, 19, 10, 8, 1, 5, 18, 12, 21, 0, 22, 20, 6, 14, 17, 7, 23, 11, 16)","(4013, 961, 333, 241, 156, 117, 116, 89, 72, 56, 52, 49, 33, 27, 27, 12, 9, 8, 7, 7, 6, 3, 2, 2)"
南京将投放一千台AED设备,3103,导语：南京市制定了在2021年前布置1000台AED的计划。目前第一批100台体外除颤仪已经安置完毕,"[5, 4, 0]",2773,"(5, 4, 0, 14, 7, 8, 23, 18, 21, 9, 20, 11, 2, 6, 3, 17, 22, 1, 12, 13, 16)","(381, 33, 30, 26, 10, 8, 8, 7, 6, 5, 5, 4, 3, 3, 2, 2, 1, 1, 1, 1, 1)"
敏感是什么体验,6718,导语：姐妹们👭带话题来说说，性格过于#敏感是什么体验#？,"[2, 12, 3]",2774,"(2, 12, 3, 4, 0, 8, 16, 11, 1, 20, 14, 21, 9, 13)","(400, 83, 62, 47, 26, 23, 15, 13, 11, 9, 5, 3, 2, 1)"
韩庚卢靖姗官宣结婚,13262,导语：12月31日，韩庚、卢靖姗在绿洲晒出结婚照官宣结婚喜讯，并配文：“你好，我的爱人”。,"[0, 17, 7]",2775,"(0, 17, 7, 4, 9, 6, 14, 13, 21, 20, 8, 16, 12, 10, 19, 18, 3, 1, 15, 5, 22, 23, 2, 11)","(6152, 150, 101, 67, 38, 32, 31, 21, 18, 17, 13, 12, 11, 10, 9, 8, 8, 8, 8, 7, 6, 6, 5, 4)"
驻鄂部队50台卡车运送200吨物资,13418,导语：2月2日，驻鄂部队抗击疫情运力支援队出动50台军用卡车，将200余吨生活物资，从武汉市各大配送中心调运至武汉三镇，供应各大超市，保障武汉市民生活。,"[5, 0, 4]",2776,"(5, 0, 4, 14, 9, 6, 21, 23, 16, 3, 2, 10, 11, 12, 1, 7, 22, 17, 15, 20, 13)","(895, 107, 19, 11, 9, 9, 8, 8, 8, 7, 7, 7, 6, 6, 5, 4, 4, 4, 3, 3, 2)"
你是江苏队小可爱,2015,导语：在华中科技大学同济医院，江苏支援湖北医疗队队员李娟娟细心问候老人。当问到“你知道我是谁吗”，老人一字一句认真回答：“江苏队！小可爱！”,"[0, 4, 17]",2777,"(0, 4, 17, 20, 11, 8, 9, 22, 19, 5, 10, 18, 15, 6, 2, 1, 13, 23)","(5170, 605, 39, 8, 7, 6, 6, 5, 5, 5, 4, 3, 3, 2, 1, 1, 1, 1)"
捷克总统驳斥对中国防疫物资质量的质疑,6639,导语：针对有人质疑中国防疫物资的质量问题，泽曼进行了驳斥。“我咨询过我们前任和现任的卫生部长，也咨询过内务部长哈马切克和其他人，他们告诉我，中国的医疗产品质量较高，那些拿质量问题做文章的人应该道歉”。,"[5, 9, 6]",2778,"(5, 9, 6, 2, 13, 10, 14, 0, 23, 20, 18, 12, 8, 1, 11, 4, 3, 7, 22, 15, 19)","(1162, 82, 41, 33, 20, 13, 13, 10, 9, 9, 7, 7, 5, 4, 2, 1, 1, 1, 1, 1, 1)"
火神山医院里的60后战疫天团,9310,导语：在火神山医院，有一支“60后党员先锋队”，由6位专家组成，他们既是全军肺病、传染病方面的权威，也是有着三十年党龄的老党员。,"[0, 5, 14]",2779,"(0, 5, 14)","(139, 13, 8)"
好妹妹明日隔天涯,4578,导语：唱作人好妹妹秦昊 张小厚醇厚治愈的和声，给“山洞”带来和煦春风，带你重返校园时代。,"[13, 0, 4]",2780,"(13, 0, 4, 1, 5, 21, 2, 7, 3, 6, 10, 12, 8, 9, 23)","(387, 272, 95, 37, 8, 7, 6, 4, 3, 3, 3, 2, 1, 1, 1)"
冠状病毒对紫外线和热敏感,2499,导语：冠状病毒对紫外线和热敏感，大部分消毒剂可有效灭活病毒，但氯己定不能有效灭活病毒，应避免使用含有氯己定的手消毒剂。,"[17, 3, 13]",2781,"(17, 3, 13, 5, 0, 2, 6, 21, 7, 22, 9, 4, 12, 8, 14, 1, 18, 23, 19, 16, 20, 11, 10, 15)","(2308, 199, 188, 163, 147, 85, 80, 64, 59, 44, 42, 40, 35, 32, 31, 28, 27, 27, 24, 24, 23, 21, 20, 18)"
韩国新冠肺炎确诊病例新增114例,13197,导语：韩国中央防疫对策本部12日通报，截至12日零时，韩国较11日零时新增新冠肺炎确诊病例114例，累计确诊病例7869例，共出现66例死亡病例。,"[4, 5, 9]",2782,"(4, 5, 9, 2, 18, 8, 13, 21, 11, 15, 0, 10, 1, 16, 20, 3, 7, 12, 6, 14, 19, 17)","(282, 158, 138, 49, 26, 21, 17, 16, 14, 14, 12, 12, 11, 10, 10, 9, 7, 5, 4, 4, 3, 1)"
万人联名要求考拉迁入新西兰,909,导语：受长期山火影响，澳大利亚考拉生存环境堪忧，已有约2.5万只考拉因火灾死亡，虽然澳大利亚政府也在采取措施拯救考拉，但据伦敦标准晚报报道，已有超万名动物爱好者联名签署请愿书，要求新西兰总理将考拉迁入新西兰，但专家称此举并不是解决问题的办法。,"[4, 1, 0]",2783,"(4, 1, 0, 5, 2, 9, 22, 19, 13, 12, 20, 14, 3, 6, 21, 17, 18, 8, 23, 10, 11, 16)","(688, 162, 71, 60, 34, 29, 25, 24, 19, 17, 16, 14, 13, 11, 8, 7, 6, 6, 6, 5, 4, 2)"
买过最无语的假货,1601,导语：哈哈哈今天是315，咱们也来个打假吧！晒出你买过最无语的假货吧！转赞评大于等于5即可入围！,"[8, 3, 2]",2784,"(8, 3, 2, 6, 19, 0, 11, 17, 12, 22, 20, 5, 1, 18, 9, 13, 4, 14, 7, 21, 15, 23, 10, 16)","(1003, 530, 193, 58, 38, 29, 14, 14, 13, 12, 12, 11, 10, 9, 9, 9, 7, 7, 6, 6, 6, 6, 3, 2)"
世卫组织称新冠肺炎大流行呈加速传播,1151,导语：世卫组织总干事谭德塞在当天的记者会上说，各国向世卫组织报告确诊病例超过30万例，几乎所有国家都受到影响。新冠肺炎大流行呈加速传播趋势，从报告首个病例到第10万个病例用了67天，从10万增长到20万用了11天，从20万到30万病例，仅用了4天。,"[4, 12, 15]",2785,"(4, 12, 15, 10, 0, 9, 18, 2, 3, 19, 1, 6, 5, 13, 11, 7, 21, 16, 17, 23, 8, 14, 22)","(984, 180, 70, 60, 53, 40, 28, 21, 20, 16, 14, 14, 14, 13, 7, 7, 7, 7, 7, 6, 2, 2, 1)"
出门买菜未戴口罩被感染,2563,导语：2020年2月4日0-24时，宁波市新增新型冠状病毒感染的肺炎确诊病例18例，其中江北区1例。该患者在双东坊菜场买菜时与路人（我区确诊患者２：女，61岁）在同一摊位有过短暂（约15秒）的近距离共同驻留，且两人均未佩戴口罩。,"[15, 16, 4]",2786,"(15, 16, 4, 1, 6, 3, 0, 12, 19, 10, 8, 7, 2, 13, 23, 9, 20, 11, 17, 18, 14, 22, 5, 21)","(3664, 444, 433, 185, 159, 136, 107, 101, 57, 49, 46, 43, 43, 43, 43, 42, 42, 39, 35, 31, 30, 29, 26, 25)"
湖北毕业生专场招聘提供岗位21万个,9081,导语：27日，教育部启动“面向湖北高校毕业生及外省湖北籍毕业生网上专场招聘”活动。目前已有1.2万家单位提供岗位21万个。,"[1, 5, 2]",2787,"(1, 5, 2, 12, 6, 13, 8, 3, 20, 19, 10, 0, 17, 9, 16, 11, 7, 21, 15, 18, 14, 23)","(350, 122, 32, 27, 21, 14, 11, 11, 9, 8, 8, 7, 7, 6, 6, 5, 5, 5, 5, 4, 4, 1)"
俄罗斯遭国际禁赛4年,2111,导语：世界反兴奋剂机构执行委员会今天在瑞士洛桑举行会议，通过了“对俄罗斯禁赛四年”的提案。这也意味着，俄罗斯未来四年来将不得参加包括奥运会在内的国际重大赛事，也不得申办和举办国际重大赛事。包括卡塔尔世界杯以及东京奥运会。 ​,"[1, 3, 2]",2788,"(1, 3, 2, 6, 9, 11, 4, 16, 15, 22, 12, 14, 18, 0, 13, 19, 5, 8, 23, 20, 21, 10, 7)","(653, 59, 50, 38, 29, 26, 25, 21, 19, 16, 15, 13, 11, 9, 9, 8, 8, 4, 4, 4, 3, 3, 1)"
纽约ICU护士的一天,10489,导语：美国纽约北岸大学医院ICU护士Elyse Isopo自拍一天的生活，早晨4点起床去医院，视频里她累哭了，称这已经是连续5天工作13小时以上。她还称医院里收治的年轻新冠病人越来越多。视频中的医生未穿防护服仅穿普通手术服。,"[4, 6, 9]",2789,"(4, 6, 9, 12, 10, 13, 18, 0, 23, 14, 22, 15, 20, 11, 3, 19, 5, 8, 21, 1, 2)","(216, 146, 52, 31, 14, 14, 13, 12, 9, 9, 8, 5, 5, 3, 3, 3, 3, 2, 2, 2, 1)"
